L_Come;L_Interlocut;Customer Account # / Cliente;Customer Name/Solic;Customer Name2;RUTA VENTA;City;Calle;LATITUT;LONGITUTD;FRECUENCIA
FSE;210375;11715778;INVERSIONES FLAMA VPN SAC;;ZBQ;MIRAFLORES;CA CORONEL JOAQUIN INCLAN 300 - 102;-12.1167899;-77.0313007;MXJVS
FSE;210372;11715960;FAMIGLIA SAC;;KG3;JESUS MARIA;AV ARENALES 456;-12.0692786;-77.0380587;XS
FSE;210375;11715961;DOBLE FUSION GASTRONOMICA SAC;SUMERCE;ZBQ;MIRAFLORES;CA GENERAL SUAREZ 378;-12.1170794;-77.0273778;MXJVS
FSE;205356;11716163;CLAUDIA LIVING SAC;;KG3;SAN ISIDRO;AV GENERAL JUAN ANTONIO PEZET 1467;-12.1027948;-77.0533952;LXV
FSE;210375;11716235;SAN HONORATO DE AMIENS SAC;;KG3;SURQUILLO;AV DOMINGO ORUE 477 CND. ALAMEDA RE;-12.1071724;-77.0229826;LXV
FSE;204576;11716236;NUEVAS OPCIONES EN VARIEDADES;;ZCE;JESUS MARIA;AV SALAVERRY 938;-12.0742195;-77.0422573;XS
FSE;210351;11716312;RODRIGUEZ FERNANDEZ JOE JORDAN;D'JOE;ARZ;COMAS;JR CAJAMARCA 1020 5TA ZONA COLLIQUE;-11.9149101;-77.0123054;MV
FSE;210371;11716530;KK SERVICE SAC;;WA4;SANTIAGO DE SURCO;CA LOS MONTONEROS 210 DPTO 401 URB.;-12.0834536;-76.9783295;JS
FSE;210375;11716852;MONTE VERDE INVERSIONES PERU S;MONTCAFÉ MOVERDI;ZBQ;SURQUILLO;JR SAN PEDRO 446 URB SAN JORGE SC.;-12.1158722;-77.0196774;LXV
FSE;210375;11716853;COMERCIALIZADORA PASPET SAC;;KG3;MIRAFLORES;CA ENRIQUE CAMINO BRENT 123 URB. LA;-12.1162725;-77.0105516;MXJVS
FSE;210368;11716995;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS;KF2;SAN JUAN DE LURIGANCHO;AV LURIGANCHO 993 URB ZARATE INDUST;-12.0122436;-76.9994666;LJ
FSE;210371;11716996;WHITE ROLLING PIN SRL;MARIA ALMENARA;KG3;SAN LUIS;AV MARISCAL ELOY URETA 106 URB EL P;-12.0668821;-76.9928899;MX
FSE;210374;11717092;GRUPO ONCE SAC;;KG3;JESUS MARIA;AV GENERAL FELIPE SALAVERRY 2370 LC;-12.09057;-77.0545;XS
FSE;210374;11717606;INVERSIONES Y REPRESENTACIONES;MARILOZ;ZAY;LINCE;CA LAS LILAS 115 INT 203 URB SAN EU;-12.0865549;-77.0282129;LXV
FSE;210371;11717855;WU LAU'S SAC;;ASA;SAN BORJA;AV SAN BORJA SUR 585;-12.1004787;-77.0022546;JS
FSE;204571;11718055;CORPORACION BASAGA PERU SAC;ISUSHI;ZAY;SAN MIGUEL;AV DE LA MARINA 2266 URB FERIA INTE;-12.0775464;-77.0861222;MJ
FSE;210369;11718057;CAMPO & CARNE SAC;;ZBE;SANTIAGO DE SURCO;JR LOS JAZMINES 159 RESIDENCIAL URB;-12.126947;-76.9756616;JS
FSE;205356;11718267;INVERSIONES ARMANDOLA SAC;HORNERO NAVARRETE;ZBE;SAN ISIDRO;AV RICARDO RIVERA NAVARRETE 798 URB;-12.0953425;-77.0268776;LXV
FSE;210363;11718346;GUSTITOS MEXICANOS EIRL;TACOS BARCIAL;ARZ;SAN JUAN DE LURIGANCHO;JR LAS PERLAS 2335;-11.9920792;-77.0099787;LJ
FSE;210375;11718347;IDEAS Y MAS IDEAS SAC;PRIMOS CHICKEN LOVERS BAR;WA4;SURQUILLO;CA BORGES 117 URB VILLA VICTORIA MZ;-12.1090828;-77.0142159;LXV
FSE;205356;11718381;BESTIA SAC;PICNIC;ZBE;SAN ISIDRO;AV TUDELA Y VARELA 195;-12.1083349;-77.0402843;LXV
FSE;210371;11718525;ALIAGA SALIRROSAS PATRICIA PIE;;ZBQ;SANTIAGO DE SURCO;AV ALONSO DE MOLINA 1652 MONTERRICO;-12.1045237;-76.9624421;JS
FSE;210371;11718656;Q´ UMA SOLUCIONES GASTRONOMICA;;ARY;LA VICTORIA;AV IQUITOS 1481;-12.0752053;-77.0290272;X
FSE;210374;11718719;NIFUSA SAC;RESTAURANTE GARDEN;ZAY;JESUS MARIA;CC SAN FELIPE 78 INT 77 RES SAN FEL;-12.0870665;-77.0532743;XS
FSE;210368;11718783;INVERSIONES CORPORATIVAS ABC E;INCABC EIRL;ARZ;SAN MARTIN DE PORRES;JR AYACUCHO 3090  REF A 3 CDR DE LA;-12.0330914;-77.0800257;LJ
FSE;210371;11718853;INVERSIONES KYODO SAC;EMPORIUM;ASA;SAN BORJA;CA UCELLO 200 CC SAN BORJA;-12.09104;-77.0053109;JS
FSE;205859;11718854;GRUPO ALMAYO SAC;;KE6;SAN JUAN DE LURIGANCHO;AV LURIGANCHO 997 URB. AZCARRUNZ AL;-12.0167557;-76.9984978;LJ
FSE;210375;11718855;DP CAKES SAC;;ZCE;SURQUILLO;AV AVIACION 4492 URB CAPEBCO;-12.1192994;-76.9985371;LXV
FSE;210375;11718931;FIRMEZA INVERSIONES SAC;HOTEL MARIA LUISA;ASA;MIRAFLORES;PJE TELLO 241 CDRA.6 AV.LARCO;-12.1218318;-77.0282234;MXJVS
FSE;210374;11719245;PACHAMAMA TRADITIONAL BANQUETS;EL FOGON DEL ASADOR;ZBE;MAGDALENA DEL MAR;AV BRASIL 3781;-12.0939999;-77.0689352;MV
FSE;210375;11719318;MONDO PIZZA SAC;MERCATO PIZZAS Y PASTAS;WA4;MIRAFLORES;AV BENAVIDES 571 LOCAL 105;-12.1244573;-77.0272771;MXJVS
FSE;210375;11719518;GRUPO ORELLANA RODRIGUEZ SAC;LA NIÑA;ZBQ;MIRAFLORES;AV ANGAMOS OESTE 598 URB ANGAMOS;-12.113758;-77.0345352;MXJVS
FSE;210371;11719740;CORPORACION SUPERNOVA SAC;;ZBQ;SAN BORJA;AV ANGAMOS ESTE 2681 LOCAL TI-301;-12.1111367;-77.0021629;JS
FSE;210375;11719958;PASTELERIA FANTASTICA SAC;;KG3;MIRAFLORES;AV GENERAL CORDOVA 975 URB SANTA;-12.1102092;-77.0478352;MXJVS
FSE;210368;11719959;LH SAN JUAN SAC;;ZBE;SAN JUAN DE LURIGANCHO;AV LURIGANCHO 977-999 URB ZARATE IN;-12.0166279;-76.9990738;LJ
FSE;210371;11719984;BRADIS SAC;;ZAY;LA VICTORIA;AV CARLOS VILLARAN 331 URB SANTA CA;-12.0888199;-77.0216626;X
FSE;210371;11720511;BISONTE CASA BRAVA SAC;BISONTE CASA BRAVA;ZBE;SANTIAGO DE SURCO;AV PRIMAVERA 834;-12.1109438;-76.983847;JS
FSE;210354;11720514;DEXTRE ACEVEDO KATHERINE PAMEL;DOLCE VITA;ARZ;SAN JUAN DE LURIGANCHO;AV ENRIQUE MONTENEGRO MZ P1 LT 6 SA;-11.937255;-76.9720271;LJ
FSE;210374;11720704;MD 125 SAC;;ZCE;SAN ISIDRO;CA MIGUEL DASSO 125 URB SANTA ISAB;-12.1060849;-77.040176;LXV
FSE;210371;11720705;PIMACO SAC;MOLIENDA CAFÉ;ZCE;SAN BORJA;AV SAN LUIS 2090 URB. SAN BORJA NOR;-12.0912574;-76.9961868;JS
FSE;210375;11720714;ROV SAC;COSTANERA 700;ZBQ;MIRAFLORES;AV DEL EJERCITO 421 URB SANTA CRUZ;-12.1165887;-77.0452567;MXJVS
FSE;210375;11720884;INVERSIONES BASCHI SAC;TRES CUARTOS BURGUER;WA4;MIRAFLORES;CA SEVILLA 166 URB BARBONCITO;-12.1066499;-77.0303939;MXJVS
FSE;210375;11721091;SERV COMERC Y TURISTICOS DOS D;;WA4;MIRAFLORES;AV MARTIN DULANTO 111  ALT CDRA 07;-12.1252028;-77.0218732;MXJVS
FSE;210371;11721164;PIERA & BARBIER SAC;;ZBQ;SAN ISIDRO;AV ENRIQUE CANAVAL Y MOREYRA 305 UR;-12.0968894;-77.0229841;LXV
FSE;210375;11721605;DEMASIADO BUENO SAC;LA 22 SANGUCHERIA;ZBQ;MIRAFLORES;CA MANUEL BONILLA 105;-12.1198068;-77.0285203;MXJVS
FSE;210369;11721859;PERAMAS BRUGMAN LIRIA ANGELICA;DON PIZZA;ZCE;SANTIAGO DE SURCO;AV AVIACION 4556;-12.1218155;-76.998582;JS
FSE;210375;11722065;LIBIAMO SAC;EL PAN DE BERTINI;ARZ;MIRAFLORES;AV 28 DE JULIO 622 LEURO;-12.1276377;-77.0278389;MXJVS
FSE;210372;11722646;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;LIMA;ANFITEATRO PARQUE DE LA EXPOSICION;-12.0620553;-77.0354372;X
FSE;210374;11722647;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;JESUS MARIA;AV GRAL SALAVERRY 1650;-12.0812249;-77.0435976;XS
FSE;210372;11722648;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;LIMA;CA JOSE DIAZ S/N  PUERTA 4;-12.0670588;-77.033697;X
FSE;210372;11722649;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;SAN MIGUEL;AV REPUBLICA DE VENEZUELA 1641;-12.0610617;-77.0858331;MJ
FSE;204571;11722650;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;SAN MIGUEL;COSTA 21 MULTIESPACIO;-12.0948968;-77.0793482;MJ
FSE;210371;11722651;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4406;-12.0858949;-76.9794006;JS
FSE;210368;11722652;SOCIEDAD CORPORATIVA E INVERSI;RESTAURANT SOL Y SOMBRA;ARY;SAN MARTIN DE PORRES;PRO INDUSTRIAL H LT 6;-11.9249613;-77.0708931;LJ
FSE;204576;11722788;SURCO PADILLA LIZBETH KARINA;;KG3;PUEBLO LIBRE;AV MARIANO CORNEJO 2296;-12.0682245;-77.0771329;J
FSE;204576;11722789;VARGAS DELGADO KIM DAE;;KG3;PUEBLO LIBRE;AV MARIANO CORNEJO 1884;-12.0675735;-77.0710706;J
FSE;210371;11722790;MAYA INVESTMENTS SAC;;ZBE;SANTIAGO DE SURCO;AV EL POLO 418 URB CC MONTERRICO;-12.1048556;-76.9729032;JS
FSE;210363;11722953;LIANG INVERSIONES SAC;;ARZ;SAN JUAN DE LURIGANCHO;AV LOS JARDINES ESTE 173 URB. LAS F;-12.005221;-77.0050519;LJ
FSE;210355;11722954;CORPORACION SUYEN SAC;;ARZ;SAN JUAN DE LURIGANCHO;JR WIRACOCHA 222 URB. ZARATE;-12.0282041;-77.0070222;LJ
FSE;210371;11722971;INVERSIONES MATO SAC;;ZCE;SAN ISIDRO;AV ARAMBURU 1147;-12.1019973;-77.0175489;LXV
FSE;210374;11723332;PIZZA DEL NONNO SAC;SPADAVECCHIA PIZZA;ZCE;LINCE;AV IGNACIO MERINO 2492;-12.0887085;-77.03195;LXV
FSE;210372;11723409;GRAND CENTRAL SAC;;ARY;LIMA;AV AREQUIPA 265;-12.0661869;-77.0370259;X
FSE;210369;11723510;ALIMENTOS ARTESANALES DEL PERU;;ZBQ;SANTIAGO DE SURCO;CA LOMA PONCIANA 154;-12.1347537;-76.986001;JS
FSE;210374;11723613;COMPAÑIA TIP TOP SA;;ZAY;LINCE;AV ARENALES 2499;-12.0890005;-77.0348296;LXV
FSE;204571;11723979;AMUSEMENT PARKS SAC;;ASA;SAN MIGUEL;AV RIVA AGUERO 1105;-12.073761;-77.0835549;MJ
FSE;210375;11724022;SERVICIOS LILI SAC;;ZCE;SURQUILLO;CA SAN DIEGO 764;-12.1186302;-77.0187737;LXV
FSE;211525;11724218;ALIMENTOS TROY SAC;;ASA;SAN JUAN DE LURIGANCHO;CA 6 MZ F LT 17 CAMPOY;-12.0173168;-76.9662886;LJ
FSE;210355;11724219;ACTIVE FUN DIVERSION PERU SAC;;ZAY;SAN JUAN DE LURIGANCHO;AV LURIGANCHO 997 URB ZARATE INDUST;-12.0168604;-76.9989128;LJ
FSE;210368;11724261;GLOBAL FUEL SA;EESS TARAPACA;ZBO;RIMAC;AV CORONEL SAMUEL ALCAZAR 801 URB;-12.0276697;-77.0332749;LJ
FSE;211525;11724498;HNOS ACUÑA SAC;;ARY;ATE;CA LOS GERANIOS 152 URB VALDIVIEZO;-12.062975;-76.9950916;LV
FSE;210375;11724630;LIMA FOCACCERIA SAC;;KG3;MIRAFLORES;CA JUAN DE LA FUENTE 383 URB PROLON;-12.1255621;-77.0209411;MXJVS
FSE;210371;11725019;ELECCION INTELIGENTE COMERCIAL;;KG3;SAN BORJA;AV JAVIER PRADO ESTE 1921 URB SAN;-12.0885628;-77.005517;JS
FSE;210375;11725020;INVERSIONES LLEMPEN SAC;ENTRE PANES ESPERANZA;ZAY;MIRAFLORES;CA LA ESPERANZA 158 URB N RODRIGO;-12.1204196;-77.027945;MXJVS
FSE;210375;11725193;LA CAPSULA SAC;;ZCE;MIRAFLORES;AV HIPOLITO UNANUE 335 URB SANTA CR;-12.1098515;-77.0485154;MXJVS
FSE;204576;11725652;ACTIVE FUN DIVERSION PERU SAC;;ZAY;BREÑA;AV BRASIL 778  CC 2DO PISO;-12.0667666;-77.0472808;MXV
FSE;210371;11726371;GAMING AND SERVICES SAC;CIRSA PERU;ASA;SAN BORJA;AV JAVIER PRADO ESTE 2100;-12.0884052;-77.0042084;JS
FSE;210375;11726924;PIETRO Y LANA COMPANY SAC;;ZCE;MIRAFLORES;AV MARISCAL LA MAR 1151;-12.1108614;-77.048198;MXJVS
FSE;210368;11727418;JARU FUSION GATRONOMICA EIRL;;ZBE;SAN JUAN DE LURIGANCHO;AV GRAN CHIMU 325 URB ZARATE;-12.0274586;-77.0084842;LJ
FSE;210374;11727507;JARU FUSION GATRONOMICA EIRL;;ZBE;LINCE;CA JOSE DE LA TORRE UGARTE 444 INT;-12.0889893;-77.0312817;LXV
FSE;204565;11727747;CRISTOBAL GILIO JAIME MANUEL;;ARZ;COMAS;AV UNIVERSITARIA 7219;-11.9376046;-77.058256;MV
FSE;204565;11727748;CARRASQUILLA TORRES GLADYS VIC;;ZCE;COMAS;AV UNIVERSITARIA 7219;-11.9376156;-77.0582344;MV
FSE;205859;11727803;DYD INVERSIONES ALIMENTARIAS S;;ZBE;CHACLACAYO;AV NICOLAS AYLLON 1478 URB CHACLAC;-11.9741393;-76.762033;MV
FSE;210352;11728167;4E SUMINISTROS SAC;;WA4;COMAS;CA ANCASH 201 URB SAN FELIPE ESPALD;-11.9045913;-77.0387526;MV
FSE;210371;11728233;AGUILAR CALLE SANDRA MARLENY;MINIMARKET EDU;ZAY;SAN BORJA;AV AGUSTIN DE LA ROSA TORO 1028;-12.0814839;-76.9936569;JS
FSE;210374;11728393;BARRICA 2007 SAC;;KF2;LIMA;AV ABEL PETIT THOUARS 1384;-12.0781815;-77.0343331;X
FSE;210371;11728395;MUGUELLO 3 SAC;;KF2;SAN BORJA;AV SAN LUIS 2512;-12.0990961;-76.9951061;JS
FSE;210369;11728396;SANKY 10 SAC;;KF2;SANTIAGO DE SURCO;AV BENAVIDES 3880;-12.1285995;-76.9951228;JS
FSE;204571;11728397;TROPEL 55 SAC;;KF2;SAN MIGUEL;AV DINTILHAC 571;-12.0787699;-77.0853156;MJ
FSE;211525;11728724;CORPORACION A & B ARAUJO SAC;;ARY;SANTA ANITA;CA LAS ZARZAMORAS MZ Q LT 7;-12.0306862;-76.9552012;LV
FSE;210371;11728805;DOÑA CHURRITA SAC;;ZCE;SAN BORJA;AV SAN LUIS 1982 URB SAN BORJA NORT;-12.0892651;-76.9965121;JS
FSE;210370;11729246;DONDE WALTER SAC;DONDE WALTER;ZBE;ATE;CA JOSE SANTOS CHOCANO 167;-12.016321;-76.883194;LV
FSE;210369;11729247;MARGAL INVERSIONES SAC;DONDE WALTER;ZBE;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 1478;-12.124874;-76.98387;JS
FSE;210375;11729344;CAFETERIA DE LIMA SAC;LATTE BAKERY;KG3;MIRAFLORES;CA ENRIQUE PALACIOS 897;-12.1172613;-77.0379909;MXJVS
FSE;210374;11729352;BRISA ASOCIADOS SAC;CAFETERIA DI LONATO;WA4;LINCE;CA LOS GERANIOS 424;-12.0902742;-77.0257894;LXV
FSE;210369;11729401;LA HACIENDA BRASA SAC;DON MELCHOR;ZBQ;SANTIAGO DE SURCO;AV PRIMAVERA 1000;-12.1107229;-76.9812232;JS
FSE;211525;11729477;GRUPO DR & L SAC;;ARY;ATE;CA COPENHAGUE 130;-12.0430543;-76.9346687;LV
FSE;210375;11729479;GAMING AND SERVICES SAC;CIRSA BENAVIDES;ASA;MIRAFLORES;AV BENAVIDES 2199;-12.1273321;-77.0097205;MXJVS
FSE;210374;11729542;GLOBAL FUEL SA;EESS PEZET;ZBO;SAN ISIDRO;AV GRAL JUAN ANTONIO PEZET 1301;-12.1032579;-77.0518539;LXV
FSE;210375;11729544;GLOBAL FUEL SA;EESS BENAVIDES;ZBO;MIRAFLORES;AV BENAVIDES 2849;-12.1279449;-77.0054836;MXJVS
FSE;210371;11729773;GRUPO ENTRETENEDORES SAC;;ZCE;SAN BORJA;AV DEL PARQUE NORTE 930;-12.094619;-77.009971;JS
FSE;210368;11729902;MUÑOZ TORO JANY MEDALITH;;ARZ;SAN JUAN DE LURIGANCHO;JR CITRINOS 920  POR EL COLEGIO LEO;-12.0044494;-76.9944896;LJ
FSE;210375;11730007;LA VACALOCA SAC;LA VACA LOCA;ZBE;MIRAFLORES;JR JORGE VANDERGHEN 101 URB STA CRU;-12.1121553;-77.0386488;MXJVS
FSE;210375;11730127;SIERRA ANDINA OUTLETS SAC;;KG3;MIRAFLORES;CA MANUEL BONILLA  117 URB N RODRIG;-12.1198389;-77.0282773;MXJVS
FSE;210368;11730233;ADEZOI SAC;;ARY;SAN MARTIN DE PORRES;AV TOMAS VALLE 845 URB LA MILLA (FD;-12.011137;-77.0682662;LJ
FSE;210372;11730234;ADEZOI SAC;;ARY;LIMA;CA MANUEL DEL PINO 221 URB SANTA BE;-12.0784684;-77.0350125;X
FSE;210374;11730235;ADEZOI SAC;;ARY;JESUS MARIA;JR ALMT JORGE MARTIN GUISSE 964;-12.0749383;-77.0397852;XS
FSE;210372;11730236;ADEZOI SAC;;ARY;LIMA;JR EMILIO FERNANDEZ 641 URB SANTA B;-12.0726686;-77.0322937;X
FSE;205356;11730354;COMPAÑIA IHC SAC;HOTEL DOUBLE TREE SAN ISIDRO;ASA;SAN ISIDRO;AV AREQUIPA 2960 URB FUNDO CONDE;-12.0951715;-77.0330821;LXV
FSE;210375;11730933;ESPAÑA IMPORT SAC;;KG3;MIRAFLORES;CA MARIA PARADO DE BELLIDO 125;-12.1106179;-77.030932;MXJVS
FSE;211525;11731105;AMALGAMART PERU EIRL;;ASA;ATE;AV ASTURIAS MZ 6 LT 1 URB MAYORAZG;-12.0505384;-76.9438959;LV
FSE;210368;11731306;INVERSIONES PANADERIA & PASTEL;GRAN MOLINO;KG3;CALLAO;MZ K LT 3 URB SESQUICENTENARIO;-12.0101515;-77.0968753;MJ
FSE;210368;11731307;NEGOCIOS CELESTINO PERALTA EIR;;KG3;SAN MARTIN DE PORRES;AV HONORIO DELGADO 499 URB INGENIE;-12.0251037;-77.0566389;LJ
FSE;210375;11731375;INVERSIONES AQP CROC SAC;LA CROCANTE;KG3;SURQUILLO;AV DOMINGO ORUE 469 DPTO 201 INT DP;-12.1071562;-77.0231282;LXV
FSE;210369;11731644;CAMPO & CARNE SAC;;ZBE;SANTIAGO DE SURCO;JR LOS LAURELES 118 URB VALLE HERMO;-12.1264452;-76.975746;JS
FSE;204576;11731968;REPSOL COMERCIAL SAC;ARRIETA;ZBO;LIMA;AV ARGENTINA REPUBLICA 2501;-12.046304;-77.0726857;X
FSE;210371;11732149;PUERTO SEAFOOD SAC;;ZCE;SAN BORJA;AV SAN LUIS 2620;-12.1010281;-76.9947648;JS
FSE;210374;11732586;GRUPO ALMAYO SAC;;KG4;MAGDALENA DEL MAR;AV BRASIL 3301;-12.0902089;-77.0659777;MV
FSE;205859;11732711;GODFATHER ITALIAN PIZZA SAC;;WA4;CHACLACAYO;AV ALFONSO UGARTE 271;-11.9759032;-76.7741363;MV
FSE;210375;11732712;MSY INVERSIONES SAC;;ZBE;MIRAFLORES;CA CANTUARIAS 156 URB TELLO;-12.121551;-77.0281184;MXJVS
FSE;210368;11732849;INVERSIONES D JULIA EIRL;;KG3;LOS OLIVOS;AV SANTIAGO ANTUNEZ DE MAYOLO1227 U;-11.9953169;-77.0777421;LJ
FSE;205356;11733000;TACUAREMBO SAC;;KG3;SAN ISIDRO;CA FEDERICO VILLARREAL 505 URB SANT;-12.0987819;-77.0306862;LXV
FSE;210372;11733496;REPSOL COMERCIAL SAC;REPSOL;ZBO;LIMA;AV OSCAR R BENAVIDES 930;-12.0473853;-77.0538454;X
FSE;210375;11733914;DULCEFINA EIRL;;ARZ;SURQUILLO;CA LOS NEGOCIOS 428;-12.1048676;-77.0193369;LXV
FSE;205356;11734052;DVL FOODS SAC;MOZART RESTAURANTE;WA4;SAN ISIDRO;AV VICTOR ANDRES BELAUNDE 147 URB E;-12.0978245;-77.0377012;LXV
FSE;205356;11734339;ORIENTAL PYA SAC;OSAKA;WA4;SAN ISIDRO;AV PARDO Y ALIAGA 660;-12.1060592;-77.0389351;LXV
FSE;210372;11734395;RAZA LIMA SAC;;ZBE;LIMA;AV ESPAÑA 227;-12.0580711;-77.03868;X
FSE;210374;11734396;EL JEFE SMOKED BBQ SAC;;ZBE;SAN ISIDRO;CA MACHAYPUITO 177;-12.0936815;-77.034582;LXV
FSE;210375;11734624;INVERSIONES LLEMPEN SAC;;ZAY;MIRAFLORES;AV ANGAMOS ESTE 276 URB SURQUILLO;-12.1137915;-77.0279427;MXJVS
FSE;210375;11734658;SERVICIOS COMERCIALES Y TURIST;KIRICO;WA4;SURQUILLO;AV AVIACION 4457;-12.1193765;-76.9982109;LXV
FSE;204565;11734902;FRIGORIFICO SANTA ESPERANZA SA;;ZBE;LOS OLIVOS;MZ D LT 7 ASC VIRGEN DEL SOL;-11.9849281;-77.0767464;LJ
FSE;205356;11734946;IMDISAL SAC;;ARY;SAN ISIDRO;CA LOS EUCALIPTOS 215;-12.0929281;-77.0486491;LXV
FSE;204570;11735075;GEMBUTSU SAC;;ARZ;CALLAO;CA DELTA 179 URB PARQUE INTERNACION;-12.0505931;-77.0878222;MJ
FSE;210375;11735076;MO BISTRO SAC;;WA4;MIRAFLORES;AV VASCO NUÑEZ DE BALBOA 741;-12.1297007;-77.0245549;MXJVS
FSE;210375;11735077;MO BISTRO SAC;;WA4;MIRAFLORES;AV ANGAMOS OESTE 1146;-12.113303;-77.040536;MXJVS
FSE;210375;11735078;LA PARADA MIRAFLORES SAC;;WA4;MIRAFLORES;AV SANTA CRUZ 855;-12.111453;-77.0376554;MXJVS
FSE;210354;11735301;EL PADRINO CHICKEN SRL;EL PADRINOVPOLLOS Y PARRILLAS;WA4;SAN JUAN DE LURIGANCHO;MZ Z LT 2 CC JICAMARCA;-11.9287528;-76.9651843;LJ
FSE;210354;11735352;GRUPO PECUARIO SAC;GRUPO PECUARIO;KJ3;SAN JUAN DE LURIGANCHO;PJ UPIS TDA EXT 11 URB HUASCAR;-11.9675649;-77.0045769;LJ
FSE;210369;11735518;CORPORACION CERCHI SAC;;ZBQ;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4492 URB FUNDO;-12.0849071;-76.9734646;JS
FSE;210372;11735591;INVERSIONES SVAR SAC;BARBARIAN;WA4;LIMA;AV PASEO DE LA REPUBLICA 170;-12.0572471;-77.0369166;X
FSE;205356;11735698;GOURMET XPERIENCE EIRL;;KG3;SAN ISIDRO;AV SANTA CRUZ 190;-12.1041747;-77.0323948;LXV
FSE;210363;11735737;FUSION MARCIAL EIRL;;ARZ;SAN JUAN DE LURIGANCHO;CA LAS PERLAS 2335;-11.9920582;-77.0099224;LJ
FSE;210369;11735791;GLOBAL FUEL SA;EESS MONTERRICO;ZBO;SANTIAGO DE SURCO;AV PRIMAVERA 1695 URB CC MONTERRICO;-12.1089149;-76.9711452;JS
FSE;210375;11735879;IDEAS Y MAS IDEAS SAC;PRIMOS CHICKEN LOVERS BAR;WA4;MIRAFLORES;AV COMANDANTE ESPINAR 198;-12.1180083;-77.0367663;MXJVS
FSE;210371;11735920;HEALTH & COFFEE SAC;ALFREDO'S CAFE;12A;SAN BORJA;AV SAN LUIS 2270 URB SAN BORJA SUR;-12.0946729;-76.9956788;JS
FSE;210375;11735921;DIMOL PERU SAC;;ZBQ;MIRAFLORES;CA 2 DE MAYO 701 URB SURQUILLO;-12.1181405;-77.0360011;MXJVS
FSE;210375;11735922;INVERSIONES TRES LUPUNAS SAC;;ZBQ;MIRAFLORES;AV MARISCAL LA MAR 463;-12.1156549;-77.0434424;MXJVS
FSE;210374;11735924;CAMPO & CARNE SAC;;ZBE;MAGDALENA DEL MAR;JR JOSE COSSIO 335;-12.0970854;-77.0601377;MV
FSE;210368;11736511;CORPORACION GASTRONOMICA KAYDY;;ARZ;SAN JUAN DE LURIGANCHO;CA LAS ALCAPARRAS 501 INT A COOP LA;-12.0178411;-77.0113326;LJ
FSE;210371;11736512;YOPO SAC;;ZCE;LA VICTORIA;AV PASEO DE LA REPUBLICA 2577 INT 4;-12.0588231;-77.0352377;X
FSE;204576;11736552;MAMIS PAN EIRL;;KG3;LIMA;AV BENAVIDES 2658 URB. ROMA 1ER PIS;-12.0491945;-77.0772925;X
FSE;205356;11737219;INVERSIONES NACIONALES DE TURI;FOOD HALL;ASA;SAN ISIDRO;AV LAS BEGONIAS 487;-12.0933981;-77.0245878;LXV
FSE;205356;11737570;SERVICIOS COMERCIALES Y TURIST;;WA4;SAN ISIDRO;CA LAS ORQUIDEAS 565 INT 102 URB JA;-12.0930272;-77.027813;LXV
FSE;210355;11737663;A & B KALLPA DISTRIBUCION SAC;;ZCE;SAN JUAN DE LURIGANCHO;AV PROCERES MZ Q LT 5 ASC COMPRADOR;-12.0117103;-76.9626653;LJ
FSE;210368;11738079;AGAJAIVI SAC;;ARZ;SAN JUAN DE LURIGANCHO;AV MZA Z1 LT 15 AH ENRIQUE MONTENEG;-11.9331244;-76.9693133;LJ
FSE;210368;11738438;NEWPORT CAPITAL SAC;CASINO OASIS;ASA;INDEPENDENCIA;AV CARLOS ALBERTO IZAGUIRRE 217;-11.9896766;-77.060606;MV
FSE;210369;11738439;PERAMAS BRUGMAN LIRIA ANGELICA;DON PIZZA;ZCE;SANTIAGO DE SURCO;AV SURCO 738 URB LA VIRREYNA;-12.140012;-76.9941027;JS
FSE;210374;11738507;CORPORACION MADOGIAN SAC;TRATTORIA EL BAMBINO;WA4;LINCE;JR TOMAS GUIDO 124;-12.08714;-77.0348055;LXV
FSE;210375;11738673;RESTAURANT HUACA PUCLLANA SAC;;WA4;MIRAFLORES;CA GRAL BORGOÑO 860;-12.1113121;-77.0333146;MXJVS
FSE;210372;11739159;INVERSIONES MASAD EIRL;;WA4;LIMA;JR DE LA UNION 501;-12.0471552;-77.0320366;X
FSE;204571;11739227;GRUPO ONCE SAC;TO GO SAN MIGUEL;KG3;SAN MIGUEL;AV DE LA MARINA 2000 TIENDA V01-02;-12.0761471;-77.0836462;MJ
FSE;204565;11739229;SHANA TORRES SAC;;ARZ;COMAS;AV HEROES DEL ALTO CENEPA MZ G LT 5;-11.9293442;-77.0670153;MV
